Corps commander Lieutenant-General Ali Dewra id 1000
Private Ivan Willems id 6879
Private Yekaterina Morozov id 6880
Private Manik Guglani id 6878
Private Lajwanti Chaturvedi id 6877
Private Kaden Watts id 6872
Private Ahmed Hofer id 6873
Private Noah Anderson id 6861
Private Chandana Advani id 6860
Private Sofija Becker id 6849
Private Har Qiao id 6850
Private Ar Chen id 6846
Private Vladyslav Stoev id 6845
Private Fa Law id 6843
Private Aleksandar Stoichkov id 6844
Private Shuchismita Kayala id 6851
Private Elise Lambert id 6852
Private Anastasia Costa id 6858
Private Puo Gui id 6859
Private Fei Kai id 6857
Private Lou Bui id 6855
Private Thibault Stoyanov id 6853
Private Nagina Ginjupalli id 6854
Private Duo Da id 6881
Private Fatma Robert id 6882
Private Aleksandre Wouters id 6908
Private Di Cen id 6909
Private Dou Chai id 6905
Private Dakota Beck id 6904
Private Skylar Arnold id 6902
Private Josh Lopez id 6903
Private Enzo Claes id 6910
Private Kyle Anderson id 6911
Private Hugo Schneider id 6917
Private Neelakshi Chennamsetty id 6918
Private Vineeta Khanna id 6916
Private Janaki Bhartia id 6915
Private Preston Camacho id 6912
Private Vincent Scott id 6913
Private Fei Loong id 6901
Private Maeva Ebner id 6900
Private Jonas Wagner id 6888
Private Hope Jenkins id 6889
Private Christian Holmes id 6887
Private Colby Ford id 6886
Private Victor Hernandez id 6884
Private Matt Wilson id 6885
Private Yelysaveta Roux id 6890
Private Mitchell Edwards id 6892
Private Makayla Freeman id 6897
Private Derek Murphy id 6898
Private Stephen Smith id 6896
Private Ella Malone id 6895
Private Erin Savage id 6893
Private Indrakshi Awaghan id 6894
Private Austin Morales id 6686
Private Meher Dasgupta id 6685
Private Maximiliano Thomas id 6473
Private Patmanjari Chundawat id 6474
Private Ji Khu id 6476
Private Gor Bauer id 6472
Private Wu Weng id 6471
Private Xin Won id 6469
Private Chitragandha Awaghan id 6470
Private Dao Jiao id 6477
Private Noah Schuster id 6478
Private Carlos Leon id 6483
Private Trent Singleton id 6485
Private Puja Katoch id 6482
Private Yann Mertens id 6481
Private Brianna Mason id 6479
Private Chintana Ahsen id 6480
Private Leon Fischer id 6468
Private Hang Jing id 6467
Private Kong Deng id 6453
Private Will Garcia id 6454
Private Feng Bei id 6452
Private Thibault Moser id 6451
Private Artem Lechkov id 6449
Private Patmanjari Chakravarthy id 6450
Private Mrinal Bouloussou id 6456
Private Christian Reeves id 6457
Private Clara Russo id 6462
Private Leandro Dzhurov id 6463
Private Sharadini Gokaraju id 6461
Private Kua Thian id 6460
Private Kou Lui id 6458
Private Bei Bo id 6459
Private Jonas Wouters id 6486
Private Derek Harrington id 6487
Private Mitch Frank id 6512
Private Indrasena Bodapati id 6513
Private Aurelien Hasanov id 6514
Private Riley Estes id 6510
Private Fred Vance id 6509
Private Duo Cuan id 6507
Private Deeba Ahsen id 6508
Private Angela Pitts id 6515
Private Kamile Goossens id 6516
Private Mia Marshall id 6523
Private Kallol Buddharaju id 6524
Private Dushyanta Lachwani id 6522
Private Ar Chang id 6521
Private Huo Dan id 6517
Private Ion Schuster id 6518
Private Ivan Branch id 6506
Private Jayden Tzolov id 6505
Private Noah Lechner id 6493
Private Jacob Ortiz id 6494
Private Lorenzo De Smet id 6491
Private Kyle Tanner id 6490
Private Champak Chandola id 6488
Private Di Bing id 6489
Private Dejan Balakov id 6495
Private Mackenzie Weiss id 6496
Private Luana Morozov id 6503
Private Ivan Weber id 6504
Private Dian Cai id 6500
Private Alan Ashley id 6499
Private Laura Powers id 6497
Private Kathryn Erickson id 6498
Private Sabrina Stephens id 6446
Private Brady Moran id 6445
Private Quan Eng id 6396
Private Samuel Mcgee id 6397
Private Gianna Gilbert id 6398
Private Hou An id 6395
Private Mya Ellis id 6394
Private Sofia Martin id 6390
Private Leon Brunner id 6393
Private Jue Bao id 6399
Private Amanda Grant id 6401
Private Lea Bojidarov id 6406
Private Jie Bu id 6407
Private Tuo Bei id 6405
Private Da Ggim id 6404
Private Faiza Aggarwal id 6402
Private Narek Muller id 6403
Private Dmitry Dzhurov id 6389
Private Connor Farmer id 6388
Private Ying Huie id 6377
Private Xavier Burgess id 6378
Private Na Deng id 6376
Private Arianna Chan id 6375
Private Pong Ge id 6373
Private Marcus Mccoy id 6374
Private Yelysaveta Bauer id 6379
Private Zuzanna Roux id 6380
Private Wei Gui id 6386
Private Avery Mcconnell id 6387
Private Thibault De Smet id 6385
Private Katelyn Matthews id 6384
Private James Alexander id 6382
Private Ba Ai id 6383
Private Duo Fu id 6408
Private Aleksandre Fuchs id 6409
Private Carson Waters id 6434
Private Dylan Phillips id 6435
Private Mykyta Willems id 6433
Private Gavin Cross id 6432
Private Victor Reed id 6430
Private Cassandra Odom id 6431
Private Elise Dubois id 6436
Private Ana Davis id 6438
Private Zoe Fischer id 6443
Private Andrei Jacobs id 6444
Private Philip Griffith id 6442
Private Kuntala Agrawal id 6441
Private Jasmine Little id 6439
Private Jyotiranjan Lachwani id 6440
Private Seth Cohen id 6429
Private Francesco Huber id 6427
Private Dong Chong id 6415
Private Jayden Stewart id 6416
Private Ji Liu id 6414
Private Shang Lui id 6413
Private Nicholas Murray id 6411
Private Danny Ramirez id 6412
Private Sofija Popov id 6419
Private Dakota Berry id 6420
Private Diego Dunn id 6425
Private Ariana Hale id 6426
Private Shyamangi Kodi id 6424
Private Niu Mi id 6423
Private Caitlin Henry id 6421
Private Ranita Dhekale id 6422
Private Luana Blucher id 6525
Private Luke Romero id 6526
Private Elijah Hodges id 6629
Private Luca Mayr id 6630
Private Deng Chaim id 6631
Private Deepashikha Arora id 6628
Private Zuo Lee id 6627
Private Maximiliano Fuchs id 6625
Private Camila Weiss id 6626
Private Sean Ware id 6632
Private Balvindra Khatri id 6633
Private Lin Bei id 6644
Private Dharmadev Kale id 6645
Private Shelby Carey id 6643
Private Siddhi Gupta and Gupte id 6642
Private Cody Wyatt id 6640
Private Maxim Steiner id 6641
Private Kua Ong id 6623
Private Alan Velasquez id 6622
Private Friederich Lechner id 6610
Private Chatura Desai id 6611
Private Champakali Dasari id 6609
Private Guillaume Borisov id 6608
Private Di Bei id 6605
Private Lang Huie id 6607
Private Chase Lewis id 6612
Private Tyler Tucker id 6615
Private Yue Juan id 6620
Private Mayura Budwal id 6621
Private Mason Johnson id 6619
Private Rajnandhini Deora id 6618
Private Caleb Wong id 6616
Private Nupura Chakalakal id 6617
Private Adrian Clayton id 6646
Private Xu Gauk id 6648
Private Guillaume Laurent id 6671
Private Kanakabati Deora id 6672
Private Duo Ban id 6674
Private Jay Clarke id 6670
Private Gauri Chakkalakkal id 6669
Private Clemence Tzvetkov id 6667
Private Matt Gomez id 6668
Private Liliana Ratliff id 6675
Private Maxim Denev id 6676
Private Kyle Wiley id 6681
Private Olivia Sanders id 6682
Private Serenity Macias id 6680
Private Noah Bozhinov id 6679
Private Gargi Bairaju id 6677
Private Jared William id 6678
Private Hailey Alvarado id 6665
Private Ally Harmon id 6664
Private Bi Ai id 6653
Private Yanis Weber id 6654
Private Jetashri Chakkalakkal id 6652
Private Da Ji id 6651
Private Paula Riley id 6649
Private Xing Wa id 6650
Private Angel Kennedy id 6655
Private Fa Fung id 6656
Private Agrim Kakarala id 6662
Private Melanie Mcneil id 6663
Private Charles Harding id 6661
Private Will Gordon id 6660
Private Natalie Evans id 6658
Private Manjula Dasineni id 6659
Private Shou Dan id 6604
Private Champa Agrawal id 6603
Private Dhvani Anand id 6552
Private Jian Ke id 6553
Private Haresh Merchant id 6554
Private Ruksana Chinthalapati id 6551
Private Isaac Bennett id 6550
Private Troy Moreno id 6548
Private Josh Campbell id 6549
Private Owen Mathews id 6556
Private Ci Fu id 6557
Private Isaiah Simon id 6563
Private Freddie Parks id 6564
Private Timothy Ruiz id 6561
Private Nu Lau id 6560
Private Yanis Haas id 6558
Private Kyle Atkins id 6559
Private Subhaga Chaki id 6547
Private Andrea Zimmerman id 6545
Private Madison Russell id 6532
Private Sofia Hristov id 6533
Private Chaturbhuj Kalavade id 6531
Private Seth Rush id 6530
Private Nora Janssens id 6527
Private Timothy Love id 6529
Private Yasmina Janaswamy id 6534
Private Sara Dimitrov id 6535
Private Mithilesh Orethu id 6543
Private Lotte Claes id 6544
Private Maximiliano Steiner id 6542
Private Lei Hao id 6541
Private Dejan Aigner id 6539
Private Aurelien Wimmer id 6540
Private Maxim Lehner id 6565
Private Urvashi Godavarthy id 6566
Private Aditi Anand id 6591
Private Akuti Badgujar id 6592
Private Ren Jiao id 6590
Private Igon Konstantinov id 6589
Private Jaden Hancock id 6586
Private Ken Newton id 6588
Private Kou Fei id 6593
Private Lavali Dasgupta id 6594
Private Paul Turner id 6601
Private Duo Hor id 6602
Private Hunter Long id 6600
Private Jie Fan id 6599
Private Shobhna Lahane id 6595
Private Thibault Hasanov id 6598
Private Caden Larsen id 6585
Private Gopa Beria id 6584
Private Ou Gou id 6573
Private Levi Hofer id 6574
Private Husna Bhalla id 6572
Private Kavita Kapri id 6569
Private Salima Dhoke id 6567
Private Cameron Barker id 6568
Private Deng Dear id 6575
Private Ping Gu id 6576
Private Maximiliano Schmid id 6582
Private Paul Simon id 6583
Private Kevin Oconnor id 6581
Private Amanda Garner id 6580
Private Hailey Aguilar id 6577
Private Dejan Borimirov id 6578
Private Paula Ruiz id 6996
Private Bei Chen id 6997
Private Kong Sum id 7410
Private Luca Bozhinov id 7411
Private Jenny Welch id 7412
Private Ezio Berger id 7409
Private Muo Gao id 7408
Private Jasmin Price id 7405
Private Yasmina Parmar id 7406
Private Ji Qiu id 7413
Private Chitrani Ganapatiraju id 7414
Private Juliette Weber id 7420
Private Emily Russell id 7421
Private Bi Cong id 7419
Private Bian Ge id 7418
Private Kou Won id 7416
Private Nicholas Nguyen id 7417
Private Kylee Hunt id 7404
Private Isabelle Mcpherson id 7403
Private Rachel Flores id 7391
Private Daniel Lewis id 7392
Private Ba Da id 7390
Private Jeffrey Kim id 7388
Private Ar Chao id 7386
Private Juliette Nikolov id 7387
Private Joshita Datla id 7393
Private Ally Henderson id 7394
Private Smrita Pagdala id 7401
Private Gang Ong id 7402
Private Raphael Moser id 7400
Private Eva Ross id 7397
Private Leelavati Dixit id 7395
Private Netra Dhadda id 7396
Private Lou Duan id 7422
Private Bhagya Bidawat id 7424
Private Hope Romero id 7448
Private Claire Sanders id 7451
Private Olivia Grant id 7452
Private Anbuchelvan Gole id 7447
Private Ma Hsiao id 7446
Private Kang Ang id 7444
Private Pei Juan id 7445
Private Derek Jenkins id 7453
Private Prashanti Chakravarthy id 7454
Private Malaya Badgujar id 7459
Private Emily Ellis id 7461
Private Amalendu Dahale id 7458
Private Jacob Ramirez id 7457
Private Matt Andrews id 7455
Private Shang Ru id 7456
Private Vikramendra Chattopadhyay id 7443
Private Kua Chou id 7442
Private Nicholas Padilla id 7429
Private Raza Subramania id 7430
Private Gor Schwarz id 7428
Private Min Ong id 7427
Private Eduardo Heath id 7425
Private Carter Terry id 7426
Private Patrick Brewer id 7433
Private Vilok Dhoke id 7434
Private Natalie Hudson id 7439
Private Sebastian Davis id 7440
Private Preston Ryan id 7438
Private Pravir Narayan id 7437
Private Prajit Manne id 7435
Private Angela Vargas id 7436
Private Hou Guang id 7385
Private Mriganka Thirumalaraju id 7384
Private Nicolas Montoya id 7331
Private Blake Nunez id 7333
Private Brayden Simon id 7334
Private Jie Cuan id 7330
Private Ira Dahale id 7329
Private Elise Golubev id 7327
Private Amy Collins id 7328
Private Juan Herrera id 7335
Private Qi Hang id 7336
Private Kelly Phillips id 7343
Private Jeffrey Mays id 7344
Private Zack Morales id 7342
Private Karina Solomon id 7341
Private Duo Chang id 7337
Private Quan Gen id 7338
Private Guo Gui id 7326
Private Teesta Gupta and Gupte id 7325
Private Natalia Bishop id 7314
Private Vanessa Thomas id 7315
Private Navrang Palani id 7311
Private Paavan Purang id 7310
Private Lin Bao id 7308
Private Cole Daniels id 7309
Private Tanner Mueller id 7316
Private Caitlin White id 7317
Private Matthieu Lefebvre id 7322
Private Aleksandre Dubois id 7324
Private Grace Webster id 7321
Private Angelina Zimmerman id 7320
Private Prince Flores id 7318
Private Mia Jones id 7319
Private Ina Badgujar id 7345
Private Angelina Browning id 7346
Private Eli Carr id 7373
Private Artem Berger id 7374
Private Natty Rivera id 7372
Private Lakshmidhar Tandon id 7371
Private Vedika Pandit id 7365
Private Eduardo Robinson id 7370
Private Evan Weaver id 7375
Private Alessandro Gospodinov id 7376
Private Bandhula Bhalla id 7382
Private Seerat Lokku id 7383
Private Ruby Bowman id 7381
Private Ji Kai id 7380
Private Hailey Castillo id 7377
Private Kou Man id 7378
Private Rashi Chary id 7364
Private Chameli Amra id 7363
Private Sharadini Makhija id 7352
Private Fa Mao id 7353
Private Bi Bo id 7351
Private Da Dear id 7349
Private Jeremy Mathews id 7347
Private Zao Gauk id 7348
Private Arianna Harding id 7354
Private Smriti Man id 7355
Private Devin Brock id 7361
Private Matthieu Petrov id 7362
Private Jada Solis id 7360
Private Robert Stone id 7359
Private Ivan Deleon id 7356
Private Nikolai Georgiev id 7357
Private Dian Chai id 7462
Private Jason Morrison id 7463
Private Mason Martin id 7567
Private Adrian Martin id 7568
Private Jiang Gwock id 7569
Private Emma Boyd id 7566
Private Ming Gwock id 7565
Private Ken Santiago id 7560
Private Lin Fung id 7561
Private Ci Chang id 7570
Private Gang Duan id 7572
Private Kuntal Bollepalli id 7577
Private Dylan Murray id 7579
Private Balaram Adani id 7576
Private Kamalakar Chakkalakkal id 7575
Private Parul Gadiraju id 7573
Private Manoranjan Olickal id 7574
Private Matthieu Fischer id 7559
Private Filip Mayer id 7558
Private Miranda Cummings id 7547
Private Mukula Gaudi id 7548
Private Gor Sofiyanski id 7546
Private Nora Egger id 7543
Private Veeti Tasev id 7541
Private Clara Romano id 7542
Private Karen Estrada id 7549
Private Cynthia Moody id 7550
Private Leija Simon id 7556
Private Ci Dear id 7557
Private Jake Mann id 7555
Private Elise Petit id 7554
Private Nikolai Binder id 7551
Private Lea Gospodinov id 7552
Private Urmimala Kodali id 7580
Private Luca Muller id 7581
Private Dylan Carter id 7606
Private Ri Yee id 7607
Private Philip Burke id 7608
Private Lea Kanev id 7605
Private Mark Medina id 7603
Private Dharani Awaghan id 7601
Private Haley Reese id 7602
Private Luca Grigorov id 7609
Private Que Tsang id 7610
Private Leandro Brunner id 7616
Private Timothy Butler id 7617
Private Enzo Mertens id 7615
Private Brandon Lee id 7613
Private Joshua Day id 7611
Private Jian Han id 7612
Private Lorenzo Nikolov id 7600
Private Angana Ajagaonkar id 7599
Private Giriraj Kandpal id 7588
Private Pei Tai id 7589
Private Evan Walters id 7585
Private Shalin tree Ghoshal id 7584
Private Himani Anumula id 7582
Private Jian Lou id 7583
Private Veeti Maier id 7590
Private Kananbala Hansda id 7591
Private Sheng Yong id 7597
Private Lajwanti Iyengar id 7598
Private Jaidayal Oberoi id 7596
Private Luo Kwong id 7594
Private Amelia Lawson id 7592
Private Zoe Haas id 7593
Private Bryce Michael id 7540
Private Luana Bruno id 7539
Private Lalitkumar Riny id 7488
Private Apsara Chinthalapati id 7489
Private Lao Ming id 7490
Private Trenton Reed id 7487
Private Sunita Mukherjee id 7484
Private Ella Dupont id 7482
Private Pablo Kostov id 7483
Private Hemanga Purkayastha id 7491
Private Noah Mitchell id 7492
Private Gan Lei id 7498
Private Viktoria Brunner id 7499
Private Benjamin Simmons id 7497
Private Chloe Murray id 7496
Private Christian Howell id 7494
Private Nick Tucker id 7495
Private Aadhishankar Bhupathiraju id 7481
Private Paige Olson id 7480
Private Ji Er id 7468
Private Luca Weber id 7470
Private Laura Knight id 7467
Private Nu Law id 7466
Private Alessandro Fuchs id 7464
Private Ishani Azad id 7465
Private Mykyta De Smet id 7471
Private Thibault Lambert id 7472
Private Andriy Dupont id 7477
Private Wu Dan id 7479
Private Hunter Franklin id 7476
Private Ding Bei id 7475
Private Yasmeen Bhardwaj id 7473
Private Quan Peng id 7474
Private Hugo Janssens id 7501
Private Sophie Bernard id 7502
Private Punyasloka Kunder id 7528
Private Eduardo Lynch id 7529
Private Navaneet Inampudi id 7527
Private An Chen id 7523
Private Jorge Cruz id 7521
Private James Robertson id 7522
Private David Reyes id 7530
Private Thibault Richard id 7531
Private Parvatinandan Kakarala id 7537
Private Leon Kremenliev id 7538
Private Bryan Baker id 7536
Private Jonathan Mclaughlin id 7535
Private Jahnavi Beria id 7532
Private Lalit Alla id 7533
Private Vanessa Underwood id 7520
Private Brianna Cross id 7519
Private Bian Chong id 7507
Private Ambar Nalli id 7508
Private Charleen Arnold id 7506
Private Omana Gera id 7505
Private Dejan Simon id 7503
Private Kateryna David id 7504
Private Katie Hudson id 7509
Private Smita Mistry id 7511
Private Jackson Glenn id 7516
Private Seemanta Shaktawat id 7518
Private Katie Todd id 7515
Private Dattatreya Punj id 7514
Private Olivia Evans id 7512
Private Andriy Tzonev id 7513
